suite_id	suite_name	suite_order	suite_details	case_id	case_name	case_order	version_id	summary	preconditions	step_number	actions	expected_results
206	Diseño (UI/UX)	1	Consistencia visual y responsividad	250	TC-UI-003 - Colores corporativos	1	811	Validar uso consistente de la paleta corporativa	Guía de estilo definida	2	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
206	Diseño (UI/UX)	1	Consistencia visual y responsividad	251	TC-UI-004 - Validar contraste de colores y legibilidad del texto	1	812	Asegurar que el texto tenga suficiente contraste con el fondo según los lineamientos WCAG	El sistema está desplegado en entorno de pruebas	2	<p>Revisar encabezados, botones y texto sobre fondos de color</p>	<p>Todo texto y botón cumple el nivel AA de contraste (mínimo 4.5:1); sin áreas ilegibles</p>
206	Diseño (UI/UX)	1	Consistencia visual y responsividad	252	TC-UI-005 - Verificar consistencia de tipografía en módulos	1	813	Validar que todos los módulos usen la misma fuente, tamaño y estilo tipográfico	Guía de estilo aprobada	2	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
206	Diseño (UI/UX)	1	Consistencia visual y responsividad	253	TC-UI-006 - Validar diseño adaptable en pantallas pequeñas (móvil)	1	814	Comprobar que la interfaz se adapte correctamente en resoluciones móviles	Acceso a navegador con modo responsive	2	<p>Explorar formularios y menús</p>	<p>No hay solapamientos, los botones siguen siendo accesibles y el contenido se ajusta correctamente</p>
206	Diseño (UI/UX)	1	Consistencia visual y responsividad	254	TC-UI-007 - Verificar que el logo y nombre de la aplicación se muestren correctamente	1	815	Asegurar que el logo y el título del sistema estén visibles en todas las vistas principales	Usuario autenticado	2	<p>Verificar que el logo se mantenga en el encabezado</p>	<p>El logo y el nombre del sistema se muestran siempre sin distorsión ni desplazamiento</p>
206	Diseño (UI/UX)	1	Consistencia visual y responsividad	255	TC-UI-008 - Verificar alineación y espaciado uniforme en formularios	1	816	Asegurar que los campos de formularios estén alineados correctamente	Formularios activos en los módulos Clientes y Pólizas	2	<p>Verificar que las etiquetas y campos estén correctamente alineados</p>	<p>Espaciados y márgenes consistentes; sin desalineaciones visuales</p>
206	Diseño (UI/UX)	1	Consistencia visual y responsividad	256	TC-UI-009 - Validar que los botones tengan estados hover y active	1	817	Comprobar que los botones cambien de color o sombra al interactuar con el cursor	CSS con estilos definidos para hover/active	2	<p>Verificar cambio visual</p>	<p>Todos los botones muestran un cambio visual claro al interactuar</p>
206	Diseño (UI/UX)	1	Consistencia visual y responsividad	257	TC-UI-010 - Comprobar que los iconos y elementos visuales cargan correctamente	1	818	Validar que todos los íconos del sistema se visualicen correctamente y no falten recursos	Sistema cargado completamente	2	<p>Verificar que los íconos (editar, eliminar, agregar, etc.) se muestren correctamente</p>	<p>Ningún ícono roto o sin carga; los elementos visuales se renderizan en su posición adecuada</p>
207	Pólizas	1	Alta/edición, reglas de vigencia y estados	258	TC-POL-001 - Edición de póliza válida	1	819	Modificar información de una póliza vigente sin afectar datos críticos	Póliza existente en estado 'Vigente'	2	<p>Hacer clic en &#039;Editar&#039;</p>	<p>Formulario de edición se muestra</p>
207	Pólizas	1	Alta/edición, reglas de vigencia y estados	259	TC-POL-005 - Validación de duplicidad de número de póliza	1	820	Prevenir creación de póliza con número ya existente	Número de póliza AUTO-2025-001 ya registrado	2	<p>Guardar</p>	<p>Sistema muestra mensaje de error indicando duplicidad; no se permite guardar</p>
207	Pólizas	1	Alta/edición, reglas de vigencia y estados	260	TC-POL-006 - Búsqueda de póliza por cliente	1	821	Verificar que la búsqueda de pólizas por cliente retorne resultados correctos	Cliente María López Ramírez con pólizas registradas	2	<p>Ingresar nombre o ID del cliente (María López Ramírez) → Buscar</p>	<p>Se muestran todas las pólizas asociadas al cliente seleccionado</p>
207	Pólizas	1	Alta/edición, reglas de vigencia y estados	261	TC-POL-007 - Filtrado por estado de póliza	1	822	Comprobar que el filtrado por estado (Vigente, Cancelada, Expirada) funcione correctamente	Existencia de pólizas con diferentes estados	2	<p>Seleccionar &#039;Vigente&#039; → Aplicar</p>	<p>Solo se muestran pólizas vigentes</p>
207	Pólizas	1	Alta/edición, reglas de vigencia y estados	262	TC-POL-008 - Generación de documento de póliza	1	823	Verificar que se pueda generar documento PDF de una póliza válida	Póliza AUTO-2025-001 existente y vigente	2	<p>Seleccionar formato PDF → Confirmar</p>	<p>Documento PDF generado correctamente con todos los datos de la póliza; descargable o imprimible</p>
207	Pólizas	1	Alta/edición, reglas de vigencia y estados	263	TC-POL-009 - Cambio de vigencia de póliza	1	824	Actualizar fechas de vigencia de una póliza válida	Póliza vigente; fechas nuevas válidas (inicio < fin)	2	<p>Modificar fechas de vigencia de 01/10/2025–30/09/2026 a 01/11/2025–31/10/2026</p>	<p>Cambios permitidos</p>
207	Pólizas	1	Alta/edición, reglas de vigencia y estados	264	TC-POL-010 - Visualización del historial de cambios de póliza	1	825	Verificar que el sistema muestre correctamente el historial de modificaciones de una póliza	Póliza VIDA-2025-005 con al menos un cambio registrado	2	<p>Revisar fechas, campos modificados y usuario que realizó el cambio</p>	<p>Historial completo y legible; datos reflejan cambios reales realizados</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	208	TC-CLI-001 - Registro de cliente con datos válidos	1	769	Validar que se puede registrar un cliente con datos obligatorios correctos	Usuario con permisos de creación; catálogos activos	3	<p>Guardar</p>	<p>Cliente creado; aparece en listado con ID</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	209	TC-CLI-002 - Bloqueo por RFC duplicado	1	770	Evitar que se duplique un RFC existente	Existe cliente con RFC LORM850101ABC	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	210	TC-CLI-003 - Edición básica de contacto	1	771	Actualizar teléfono y correo de un cliente	Cliente existente	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	211	TC-CLI-004 - RFC en formato inválido bloquea guardado	1	772	Validar que el sistema impida guardar un cliente con un RFC en formato incorrecto	El formulario de alta de cliente está accesible	3	<p>Guardar</p>	<p>Se muestra un mensaje de error indicando que el RFC no cumple el formato</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	212	TC-CLI-005 - Correo electrónico con formato inválido	1	773	Comprobar que el campo correo exige un formato correcto antes de guardar	El formulario de alta de cliente está disponible	3	<p>Guardar</p>	<p>El sistema muestra mensaje de error &#039;Correo inválido&#039; y no crea el registro</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	213	TC-CLI-006 - Teléfono con longitud distinta a 10 dígitos	1	774	Verificar que no se acepten teléfonos con menos o más de 10 dígitos	Formulario de alta disponible	3	<p>Guardar</p>	<p>El sistema muestra mensaje de error por longitud inválida</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	214	TC-CLI-007 - Cambio de estado a Inactivo (baja lógica)	1	775	Validar que un cliente activo pueda cambiar su estado a inactivo y que el sistema restringe ciertas acciones	Cliente existente en estado Activo	3	<p>Intentar generar una póliza o acción restringida</p>	<p>El sistema bloquea la operación</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	215	TC-CLI-008 - Impedir cambiar RFC a uno existente en edición	1	776	Evitar duplicados de RFC cuando se edita un cliente	Existen dos clientes: Cliente A (RFC_A) y Cliente B (RFC_B)	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	216	TC-CLI-009 - Búsqueda y filtro combinado por RFC y Estado	1	777	Validar que la búsqueda por RFC y el filtro de Estado se apliquen correctamente de forma conjunta	Base con varios clientes activos e inactivos	3	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	217	TC-CLI-010 - Ordenamiento por nombre (ASC/DESC)	1	778	Validar que el listado de clientes pueda ordenarse correctamente por el campo nombre	Existen al menos cinco clientes con nombres distintos	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
203	Alertas	1	Notificaciones por vigencia y estados	218	TC-ALR-001 - Alerta por póliza próxima a expirar (≤30 días)	1	779	Generar alerta para pólizas con fecha fin en 30 días o menos	Póliza A con fin en 20 días; motor de alertas habilitado	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
204	Login	1	Autenticación y manejo de errores	228	TC-LOG-001 - Inicio de sesión válido	1	789	Acceso con credenciales correctas	Usuario activo con email/contraseña válidos	3	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
204	Login	1	Autenticación y manejo de errores	229	TC-LOG-002 - Contraseña incorrecta	1	790	Validar mensaje de error con contraseña incorrecta	Usuario válido existente	3	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
204	Login	1	Autenticación y manejo de errores	230	TC-LOG-003 - Usuario inexistente	1	791	Validar mensaje de error con usuario no registrado	Ninguna	3	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
204	Login	1	Autenticación y manejo de errores	231	TC-LOG-004 - Intentos fallidos consecutivos bloquean cuenta temporalmente	1	792	Validar que tras varios intentos fallidos el sistema bloquee temporalmente la cuenta del usuario	Usuario activo existente. Política de seguridad configurada (máximo 3 intentos)	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
204	Login	1	Autenticación y manejo de errores	232	TC-LOG-005 - Mostrar mensaje de error cuando el campo contraseña está vacío	1	793	Verificar que el sistema solicite la contraseña si el campo se deja vacío	Página de login disponible	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
204	Login	1	Autenticación y manejo de errores	233	TC-LOG-006 - Mostrar mensaje de error cuando el campo usuario está vacío	1	794	Validar que el sistema solicite el usuario si el campo se deja vacío	Página de login cargada	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
204	Login	1	Autenticación y manejo de errores	234	TC-LOG-007 - Restablecimiento de contraseña por correo electrónico	1	795	Validar que el sistema permita solicitar un restablecimiento de contraseña	Usuario registrado con correo válido	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
204	Login	1	Autenticación y manejo de errores	235	TC-LOG-008 - Enlace de restablecimiento expira después de cierto tiempo	1	796	Asegurar que el enlace de recuperación tenga una vigencia limitada	Usuario con correo de recuperación recibido	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
204	Login	1	Autenticación y manejo de errores	236	TC-LOG-009 - Cierre de sesión exitoso	1	797	Validar que el usuario pueda cerrar sesión correctamente y que la sesión se invalide	Usuario autenticado	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
204	Login	1	Autenticación y manejo de errores	237	TC-LOG-010 - Redirección automática al dashboard después del login	1	798	Verificar que tras iniciar sesión correctamente, el usuario sea dirigido al panel principal	Usuario activo con credenciales válidas	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
205	Base de Datos	1	Persistencia e integridad referencial	238	TC-DB-001 - Persistencia de cliente tras alta (verificación básica)	1	799	Confirmar que el alta desde UI se persiste	Acceso de lectura a BD o endpoint de consulta	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
205	Base de Datos	1	Persistencia e integridad referencial	239	TC-DB-002 - Integridad referencial cliente–póliza	1	800	Verificar la integridad referencial entre clientes y pólizas	Cliente X existente	3	<p>(Opcional) Intentar eliminar cliente con póliza</p>	<p>Integridad mantenida (bloqueo o cascada definida)</p>
205	Base de Datos	1	Persistencia e integridad referencial	240	TC-DB-003 - Índices/búsqueda por RFC	1	801	Validar que la búsqueda por RFC sea eficiente	Base de datos con clientes	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
205	Base de Datos	1	Persistencia e integridad referencial	241	TC-DB-004 - Unicidad de RFC en BD (índice UNIQUE)	1	802	Verificar que la BD prohíbe RFC duplicado mediante restricción UNIQUE	Existe cliente con RFC LORM850101ABC	3	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
205	Base de Datos	1	Persistencia e integridad referencial	242	TC-DB-005 - Campos obligatorios (NOT NULL) bloquean nulos	1	803	Asegurar que columnas obligatorias no acepten NULL	Definiciones NOT NULL en la tabla clientes	3	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
205	Base de Datos	1	Persistencia e integridad referencial	243	TC-DB-006 - Tipos y longitudes (p. ej., email ≤ 255)	1	804	Validar que la BD aplique tipos/longitudes y rechace excedentes	Columna correo limitada (VARCHAR(255))	3	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
205	Base de Datos	1	Persistencia e integridad referencial	244	TC-DB-007 - Transacción y rollback ante fallo de integridad	1	805	Asegurar que si falla la creación de póliza por FK inválida, se haga rollback sin dejar basura	Transacciones activas en la capa de datos; FK polizas.cliente_id → clientes.id	3	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
205	Base de Datos	1	Persistencia e integridad referencial	245	TC-DB-008 - Restricción CHECK de vigencias (fin ≥ inicio)	1	806	Validar que la BD impide guardar vigencias inválidas en pólizas	CHECK (fecha_fin >= fecha_inicio) definido en polizas	3	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
205	Base de Datos	1	Persistencia e integridad referencial	246	TC-DB-009 - Auditoría: created_at/updated_at correctos	1	807	Verificar timestamps de auditoría y actualización en edición	Triggers o defaults (now()) en created_at y updated_at	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
205	Base de Datos	1	Persistencia e integridad referencial	247	TC-DB-010 - Eliminación restringida o en cascada (cliente con pólizas)	1	808	Comprobar política de integridad al eliminar un cliente con pólizas asociadas	FK polizas.cliente_id con acción definida (RESTRICT o CASCADE). Cliente X con al menos una póliza vinculada	3	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
206	Diseño (UI/UX)	1	Consistencia visual y responsividad	248	TC-UI-001 - Consistencia visual de formulario de cliente	1	809	Etiquetas, orden, placeholders y botones según diseño	Mockups/guía de estilo aprobados	3	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
206	Diseño (UI/UX)	1	Consistencia visual y responsividad	249	TC-UI-002 - Responsividad en 1366×768 y móvil	1	810	Verificar que la UI se adapte correctamente a diferentes resoluciones	Sistema accesible	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
206	Diseño (UI/UX)	1	Consistencia visual y responsividad	250	TC-UI-003 - Colores corporativos	1	811	Validar uso consistente de la paleta corporativa	Guía de estilo definida	3	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
206	Diseño (UI/UX)	1	Consistencia visual y responsividad	251	TC-UI-004 - Validar contraste de colores y legibilidad del texto	1	812	Asegurar que el texto tenga suficiente contraste con el fondo según los lineamientos WCAG	El sistema está desplegado en entorno de pruebas	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
206	Diseño (UI/UX)	1	Consistencia visual y responsividad	252	TC-UI-005 - Verificar consistencia de tipografía en módulos	1	813	Validar que todos los módulos usen la misma fuente, tamaño y estilo tipográfico	Guía de estilo aprobada	3	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
206	Diseño (UI/UX)	1	Consistencia visual y responsividad	253	TC-UI-006 - Validar diseño adaptable en pantallas pequeñas (móvil)	1	814	Comprobar que la interfaz se adapte correctamente en resoluciones móviles	Acceso a navegador con modo responsive	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
206	Diseño (UI/UX)	1	Consistencia visual y responsividad	254	TC-UI-007 - Verificar que el logo y nombre de la aplicación se muestren correctamente	1	815	Asegurar que el logo y el título del sistema estén visibles en todas las vistas principales	Usuario autenticado	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
206	Diseño (UI/UX)	1	Consistencia visual y responsividad	255	TC-UI-008 - Verificar alineación y espaciado uniforme en formularios	1	816	Asegurar que los campos de formularios estén alineados correctamente	Formularios activos en los módulos Clientes y Pólizas	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
206	Diseño (UI/UX)	1	Consistencia visual y responsividad	256	TC-UI-009 - Validar que los botones tengan estados hover y active	1	817	Comprobar que los botones cambien de color o sombra al interactuar con el cursor	CSS con estilos definidos para hover/active	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
206	Diseño (UI/UX)	1	Consistencia visual y responsividad	257	TC-UI-010 - Comprobar que los iconos y elementos visuales cargan correctamente	1	818	Validar que todos los íconos del sistema se visualicen correctamente y no falten recursos	Sistema cargado completamente	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
207	Pólizas	1	Alta/edición, reglas de vigencia y estados	258	TC-POL-001 - Edición de póliza válida	1	819	Modificar información de una póliza vigente sin afectar datos críticos	Póliza existente en estado 'Vigente'	3	<p>Modificar datos no críticos (ej. teléfono de contacto, correo)</p>	<p>Cambios permitidos</p>
207	Pólizas	1	Alta/edición, reglas de vigencia y estados	259	TC-POL-005 - Validación de duplicidad de número de póliza	1	820	Prevenir creación de póliza con número ya existente	Número de póliza AUTO-2025-001 ya registrado	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
207	Pólizas	1	Alta/edición, reglas de vigencia y estados	260	TC-POL-006 - Búsqueda de póliza por cliente	1	821	Verificar que la búsqueda de pólizas por cliente retorne resultados correctos	Cliente María López Ramírez con pólizas registradas	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
207	Pólizas	1	Alta/edición, reglas de vigencia y estados	261	TC-POL-007 - Filtrado por estado de póliza	1	822	Comprobar que el filtrado por estado (Vigente, Cancelada, Expirada) funcione correctamente	Existencia de pólizas con diferentes estados	3	<p>Repetir para &#039;Cancelada&#039; y &#039;Expirada&#039;</p>	<p>Solo se muestran pólizas correspondientes al estado seleccionado</p>
207	Pólizas	1	Alta/edición, reglas de vigencia y estados	262	TC-POL-008 - Generación de documento de póliza	1	823	Verificar que se pueda generar documento PDF de una póliza válida	Póliza AUTO-2025-001 existente y vigente	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
207	Pólizas	1	Alta/edición, reglas de vigencia y estados	263	TC-POL-009 - Cambio de vigencia de póliza	1	824	Actualizar fechas de vigencia de una póliza válida	Póliza vigente; fechas nuevas válidas (inicio < fin)	3	<p>Guardar cambios</p>	<p>Fechas actualizadas correctamente; sistema mantiene estado &#039;Vigente&#039;</p>
207	Pólizas	1	Alta/edición, reglas de vigencia y estados	264	TC-POL-010 - Visualización del historial de cambios de póliza	1	825	Verificar que el sistema muestre correctamente el historial de modificaciones de una póliza	Póliza VIDA-2025-005 con al menos un cambio registrado	3	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	208	TC-CLI-001 - Registro de cliente con datos válidos	1	769	Validar que se puede registrar un cliente con datos obligatorios correctos	Usuario con permisos de creación; catálogos activos	4	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	209	TC-CLI-002 - Bloqueo por RFC duplicado	1	770	Evitar que se duplique un RFC existente	Existe cliente con RFC LORM850101ABC	4	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	210	TC-CLI-003 - Edición básica de contacto	1	771	Actualizar teléfono y correo de un cliente	Cliente existente	4	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	211	TC-CLI-004 - RFC en formato inválido bloquea guardado	1	772	Validar que el sistema impida guardar un cliente con un RFC en formato incorrecto	El formulario de alta de cliente está accesible	4	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	212	TC-CLI-005 - Correo electrónico con formato inválido	1	773	Comprobar que el campo correo exige un formato correcto antes de guardar	El formulario de alta de cliente está disponible	4	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	213	TC-CLI-006 - Teléfono con longitud distinta a 10 dígitos	1	774	Verificar que no se acepten teléfonos con menos o más de 10 dígitos	Formulario de alta disponible	4	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	214	TC-CLI-007 - Cambio de estado a Inactivo (baja lógica)	1	775	Validar que un cliente activo pueda cambiar su estado a inactivo y que el sistema restringe ciertas acciones	Cliente existente en estado Activo	4	<p>Validar en la interfaz el mensaje o estado mostrado tras la operación.</p>	<p>El mensaje o estado coincide con el resultado esperado del caso.</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	215	TC-CLI-008 - Impedir cambiar RFC a uno existente en edición	1	776	Evitar duplicados de RFC cuando se edita un cliente	Existen dos clientes: Cliente A (RFC_A) y Cliente B (RFC_B)	4	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	216	TC-CLI-009 - Búsqueda y filtro combinado por RFC y Estado	1	777	Validar que la búsqueda por RFC y el filtro de Estado se apliquen correctamente de forma conjunta	Base con varios clientes activos e inactivos	4	<p>Comprobar que no se generaron efectos colaterales en otros registros o módulos.</p>	<p>No se detectan efectos colaterales y los demás registros permanecen intactos.</p>
202	Gestión de Clientes	1	Altas, ediciones, validaciones, búsqueda	217	TC-CLI-010 - Ordenamiento por nombre (ASC/DESC)	1	778	Validar que el listado de clientes pueda ordenarse correctamente por el campo nombre	Existen al menos cinco clientes con nombres distintos	4	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
203	Alertas	1	Notificaciones por vigencia y estados	218	TC-ALR-001 - Alerta por póliza próxima a expirar (≤30 días)	1	779	Generar alerta para pólizas con fecha fin en 30 días o menos	Póliza A con fin en 20 días; motor de alertas habilitado	4	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
204	Login	1	Autenticación y manejo de errores	228	TC-LOG-001 - Inicio de sesión válido	1	789	Acceso con credenciales correctas	Usuario activo con email/contraseña válidos	4	<p>Comprobar que no se generaron efectos colaterales en otros registros o módulos.</p>	<p>No se detectan efectos colaterales y los demás registros permanecen intactos.</p>
204	Login	1	Autenticación y manejo de errores	229	TC-LOG-002 - Contraseña incorrecta	1	790	Validar mensaje de error con contraseña incorrecta	Usuario válido existente	4	<p>Comprobar que no se generaron efectos colaterales en otros registros o módulos.</p>	<p>No se detectan efectos colaterales y los demás registros permanecen intactos.</p>
204	Login	1	Autenticación y manejo de errores	230	TC-LOG-003 - Usuario inexistente	1	791	Validar mensaje de error con usuario no registrado	Ninguna	4	<p>Comprobar que no se generaron efectos colaterales en otros registros o módulos.</p>	<p>No se detectan efectos colaterales y los demás registros permanecen intactos.</p>
204	Login	1	Autenticación y manejo de errores	231	TC-LOG-004 - Intentos fallidos consecutivos bloquean cuenta temporalmente	1	792	Validar que tras varios intentos fallidos el sistema bloquee temporalmente la cuenta del usuario	Usuario activo existente. Política de seguridad configurada (máximo 3 intentos)	4	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
204	Login	1	Autenticación y manejo de errores	232	TC-LOG-005 - Mostrar mensaje de error cuando el campo contraseña está vacío	1	793	Verificar que el sistema solicite la contraseña si el campo se deja vacío	Página de login disponible	4	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
204	Login	1	Autenticación y manejo de errores	233	TC-LOG-006 - Mostrar mensaje de error cuando el campo usuario está vacío	1	794	Validar que el sistema solicite el usuario si el campo se deja vacío	Página de login cargada	4	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
204	Login	1	Autenticación y manejo de errores	234	TC-LOG-007 - Restablecimiento de contraseña por correo electrónico	1	795	Validar que el sistema permita solicitar un restablecimiento de contraseña	Usuario registrado con correo válido	4	<p>Revisar logs o la base de datos relacionada (si aplica) para confirmar la operación.</p>	<p>Los registros muestran la operación correcta sin errores adicionales.</p>
